company_id,num_employees,amount_in,amount_out,transactions_in,transactions_out,num_customers,num_vendors,has_intuit_payments
60906798,4.0,3253.9,3258.6,0.5,6.3,0.3,0.2,0
54195360,6.6,25887.0,19166.2,24.4,116.2,17.5,63.9,1
53701216,,1815.5,0.0,1.2,0.0,1.1,0.0,0
54216960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54800601,8.0,0.0,2608.4,0.0,1.7,0.0,1.2,1
52728985,11.9,64152.3,38528.3,31.4,100.6,26.6,64.6,1
61031360,1.0,2104.7,2398.8,11.3,21.5,10.2,15.3,0
61259675,6.0,8087.6,94.4,2.8,3.0,1.7,2.0,0
62581616,2.3,926040.2,755717.1,145.6,26.3,137.5,18.1,1
62711578,,14728.5,7451.0,64.3,21.0,41.8,10.7,0
63030254,7.8,74317.0,54677.0,14.3,45.8,8.5,28.4,1
63278946,18.0,91582.1,94800.6,31.5,23.7,24.5,18.1,0
63770930,107.1,105368.9,23845.6,41.6,91.8,30.0,47.3,0
63997733,3.0,0.0,19.3,0.0,0.9,0.0,0.9,0
64111711,,17346.7,18136.0,2.2,7.9,1.0,7.3,0
65084158,130.7,89819.4,61607.4,91.8,67.5,3.7,23.0,0
65284609,,166925.6,144531.5,5.7,13.2,1.0,8.8,0
66834001,,21973.4,46.6,3.0,1.0,1.5,1.0,0
69335247,3.0,449.9,526.4,1.2,2.4,0.2,2.0,0
69521226,8.0,1763442.3,1588043.1,55.3,196.5,31.8,119.4,0
69970728,27.0,179022.5,181687.3,45.8,143.8,2.0,77.6,0
70945335,1.0,3012.4,1761.8,3.0,9.8,1.2,7.9,0
71319453,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71448119,3.0,64149.0,52133.6,50.7,62.4,0.0,9.1,0
71644034,1.0,82582.7,0.0,142.1,0.0,94.3,0.0,0
71720787,17.3,94841.7,98687.7,6.5,24.4,5.2,7.8,0
71851397,33.0,575149.8,240268.3,301.7,188.7,18.1,105.8,0
72134649,,9399.8,0.0,22.9,0.0,15.5,0.0,0
72387013,26.1,49227.6,25443.4,72.3,86.5,45.8,51.0,0
72528639,4.0,28729.6,28224.8,11.7,56.0,9.4,32.5,0
72855380,2.0,304.3,0.0,0.4,0.0,0.4,0.0,0
73106232,216.2,100409.0,88544.9,20.8,57.8,2.3,31.8,0
73260027,1.0,473672.7,709422.3,11.6,48.3,1.6,35.4,0
73347796,2.0,101167.0,44015.6,27.1,80.5,13.1,44.8,1
73441397,,9224.3,4234.0,24.8,6.5,22.6,5.2,0
73573087,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73646889,,25059.9,42439.3,22.8,12.0,19.8,4.1,0
73673673,66.0,1822.3,0.0,1.1,0.0,1.1,0.0,0
73686849,127.9,31338.1,76903.0,34.8,120.6,0.0,61.6,0
73803419,4.0,34261.8,41483.7,7.7,26.5,3.8,16.8,0
74206265,9.4,85266.2,71851.9,12.2,59.2,1.9,42.0,1
74206481,1.0,7475.1,13411.1,5.0,20.8,1.7,14.5,0
74206697,2.0,6374.2,4149.0,19.3,30.8,9.0,14.2,0
75001157,,212.0,8.6,0.4,0.2,0.3,0.0,0
75375707,,0.0,49342.4,0.0,2.5,0.0,2.3,0
75706984,7.0,52885.2,84646.9,36.0,45.0,1.1,18.4,0
78611940,300.4,56643.9,70436.1,52.2,165.4,2.0,40.3,0
78612156,6.0,19254.7,19748.8,9.8,76.9,5.4,45.8,0
79150653,22.3,88709.1,70157.4,25.9,135.8,10.3,48.8,0
79590867,,6402.3,20410.8,1.2,78.2,0.0,1.1,0
79971249,32.5,1496.8,1658.6,1.3,2.0,0.0,0.8,0
80249101,1.0,10879.6,0.0,19.9,0.0,17.3,0.0,0
80249317,,41908.2,21318.5,10.4,17.8,2.8,10.7,0
80367399,94.8,88503.5,36594.7,176.8,60.4,87.5,37.4,0
81178707,,28.1,14.3,0.4,0.4,0.4,0.4,0
81348054,13.8,1376.6,1916.2,2.8,10.1,0.6,3.4,0
81598906,35.8,43699.9,44254.8,136.3,124.7,0.4,50.6,0
82905870,,43306.7,21779.2,6.6,38.1,0.0,31.4,0
82957351,14.8,82378.7,45051.9,101.0,53.2,69.4,28.8,0
83031728,,3680.9,339.0,0.9,2.0,0.0,0.7,0
83046200,,20432.1,16974.7,2.5,18.3,1.8,12.6,0
83559352,,51635.7,54366.4,35.8,101.9,0.0,21.4,0
83573824,,9141.4,29120.7,2.4,38.3,0.0,31.8,0
83852756,18.0,341.3,2119.7,0.1,2.5,0.0,2.0,0
83853620,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0
83972998,3.0,17912.3,17942.0,4.2,30.3,3.3,20.5,0
84123480,6.1,72748.4,87273.9,11.6,90.3,3.9,50.0,0
84356836,,25571.0,19161.3,6.3,13.6,0.0,11.8,0
84437045,8.0,52398.5,49249.4,32.3,31.9,0.0,16.3,1
84505374,,17467.0,17726.6,2.0,3.0,0.3,1.7,0
84520926,2.5,35069.5,32918.3,50.3,35.8,31.4,22.5,1
84534391,,19993.7,18838.2,13.8,101.8,8.2,64.1,0
84627560,7.5,43809.1,0.0,6.2,0.0,4.2,0.0,1
84644192,62.8,190179.4,190253.1,65.5,241.6,0.0,123.6,0
84821747,1.0,817.2,0.0,2.2,0.0,1.9,0.0,0
84926869,113.0,319309.3,173050.4,117.3,287.0,0.0,54.2,0
85367731,25.6,68334.3,38370.9,123.2,114.6,0.8,59.3,0
85405604,,2709.8,1923.5,0.6,1.2,0.0,1.2,0
85432388,3.0,6855.4,3159.2,6.6,28.9,2.3,18.8,1
85497477,11.0,45642.1,47437.1,14.6,103.3,0.0,44.6,0
85560838,,5410.6,3145.9,18.6,9.3,14.8,7.3,0
85661208,,6555.6,7721.5,11.8,14.8,0.0,8.4,0
85797866,,19737.1,24858.6,5.8,26.9,0.0,17.4,0
85968077,,0.0,0.0,0.0,0.0,0.0,0.0,0
86020133,,0.0,0.0,0.0,0.0,0.0,0.0,0
86088462,1.0,39332.2,41718.1,10.3,32.8,0.7,26.3,0
86113591,8.0,101703.7,97930.6,8.1,109.8,3.9,47.1,1
86277249,2.0,0.0,263.1,0.0,1.1,0.0,0.8,0
86310802,,57.7,0.0,0.1,0.0,0.0,0.0,0
86311018,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1
86428668,16.0,127911.5,131590.4,21.5,40.8,8.9,23.6,0
86468844,14.0,17449.1,16253.3,7.7,28.0,0.3,23.2,1
86539549,46.7,167964.1,84481.3,562.4,121.4,1.0,25.5,0
86629767,5.0,99217.1,37234.4,30.1,57.0,12.2,30.5,1
86715808,10.0,72381.5,199170.1,22.0,161.2,5.8,86.8,0
86845338,11.0,28062.2,18003.4,5.9,22.8,4.8,13.8,0
86914963,1.0,11023.5,13435.6,7.4,28.8,3.3,14.5,0
87923914,,10847.5,9794.7,10.7,17.5,6.6,14.8,0
88077277,3.0,136260.7,75987.9,109.0,143.8,66.8,28.0,0
88697206,2.0,24657.4,10899.3,88.4,65.2,60.0,33.5,0
89563883,2.0,38280.4,30699.8,10.6,30.6,0.0,21.8,0
89858224,,286981.1,145979.2,20.5,66.5,11.2,40.8,0
90344303,,69847.5,0.0,23.9,0.0,21.3,0.0,0
90649228,20.8,7179.3,599772.9,0.8,336.6,0.0,48.9,0
91127315,4.0,2383.6,7377.1,0.4,17.2,0.0,6.2,1
91379031,,1167.9,0.0,15.9,0.0,14.3,0.0,0
91379463,28.6,66567.2,42157.7,108.8,198.0,29.6,46.6,1
91690436,,90.6,255033.0,0.9,138.3,0.0,92.3,0
91763949,9.0,239860.6,238341.2,21.9,12.3,0.0,0.9,0
92211796,49.0,31604.6,3278.6,6.8,4.7,5.0,2.6,0
92324262,,13511.1,13266.3,2.9,8.2,0.0,6.6,0
92549769,,16405.4,0.0,6.8,0.0,1.8,0.0,0
92663747,5.0,23130.6,4841.4,3.3,7.4,1.3,6.3,1
93187699,,0.0,66.7,0.0,0.1,0.0,0.1,0
93423358,2.0,23615.6,13839.5,76.8,49.7,64.8,24.3,0
93475055,23.9,20253.0,11283.1,130.8,41.5,2.1,19.6,1
93637274,47.4,663539.4,521442.0,32.9,191.9,1.2,125.5,1
93841613,,0.0,35389.9,0.0,2.8,0.0,2.8,0
93842261,,7544.9,7545.3,30.4,85.7,17.6,44.0,0
94026944,2.0,58604.2,51805.4,9.3,62.2,1.9,31.1,0
95129928,,7647.3,13442.5,5.3,69.1,0.0,49.4,0
95192857,2.0,127106.9,126404.2,21.6,95.8,0.0,42.1,0
95342332,1.0,1016.3,0.0,0.7,0.0,0.7,0.0,0
95364796,1.0,1420.3,0.0,7.9,0.0,5.9,0.0,0
95365444,2.0,3640738.1,722196.9,45.1,300.8,16.6,190.0,0
95388124,1.0,12190.2,12471.0,4.1,7.3,2.2,5.7,0
95414549,31.6,305880.8,283773.0,68.3,98.2,20.3,60.6,0
95513550,4.0,0.0,1114.2,0.0,0.8,0.0,0.7,0
95551207,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95602904,7.0,67896.2,29619.1,319.5,47.5,275.8,37.6,0
95656472,,166.7,214.1,0.1,0.8,0.0,0.5,0
95800763,64.8,150710.2,302557.8,29.7,142.2,8.9,34.4,0
96056799,850.9,140500.5,374935.2,75.1,379.9,8.4,63.7,0
96195617,1.0,14464.0,14344.7,0.9,3.3,0.7,2.2,0
96213113,1.0,19716.2,20895.3,36.0,24.5,2.3,16.9,0
96393908,11.0,334664.4,191593.6,13.5,59.4,4.9,41.2,1
96573334,1.0,87493.6,94792.9,8.0,100.8,1.0,34.4,0
96590471,14.0,11335.9,11944.3,6.7,34.2,0.8,23.3,0
96709849,7.2,12554.4,8916.4,11.2,30.3,0.1,18.9,1
96741601,9.0,533253.5,673596.6,45.6,124.7,18.2,45.0,0
96901587,5.3,33862.7,46621.8,4.3,113.5,1.5,21.8,0
97091454,3.0,22808.6,23212.9,27.3,44.4,0.3,24.2,0
97207592,1.0,14524.4,7745.0,6.8,4.2,4.9,2.3,0
97268577,,11479.3,6168.5,37.4,10.0,22.3,6.8,0
97296009,1.0,66612.3,239818.8,20.0,136.9,0.0,94.7,0
97296657,1.0,310439.3,311356.6,19.4,35.8,15.0,17.8,0
97452396,2.0,27289.9,26907.1,51.6,73.9,0.3,39.0,0
97502365,2.0,260989.8,184074.8,8.7,71.3,0.1,47.0,0
97570262,2.0,16607.2,21189.4,4.5,14.1,0.2,11.6,0
97629519,,1312.2,1264.7,1.4,2.8,0.0,1.3,0
97691511,10.5,9464.0,5887.7,5.1,34.4,2.2,23.3,1
97890739,,6473.6,6716.5,2.9,4.3,2.0,4.0,0
98170967,12.0,342134.2,330073.4,3.7,21.5,2.3,16.2,0
98189327,9.3,277158.2,149441.7,18.1,106.2,10.8,0.0,1
98207471,,5959.3,7543.3,4.0,20.5,2.9,13.6,0
98274936,3.0,9944.8,15233.8,20.5,36.6,16.9,24.0,0
98445579,1.0,657.7,0.0,0.4,0.0,0.4,0.0,0
98502676,,2499.8,2587.5,7.8,4.9,0.0,1.9,0
98540260,,286004.7,264655.0,9.3,13.2,4.3,8.1,1
98576621,3.0,92638.4,73712.5,21.3,54.3,0.0,39.9,0
99010860,3.0,9405.6,9495.1,15.3,89.5,7.5,57.6,0
99077461,2.0,30158.7,19713.4,5.5,26.9,3.3,7.7,0
99165014,2.0,16084.5,16277.2,2.4,5.5,0.8,2.2,0
99325864,3.8,31607.4,29374.2,17.6,13.2,11.6,8.9,1
99358337,2.0,862.4,0.0,0.1,0.0,0.0,0.0,0
99403986,1.0,311452.2,161659.3,120.3,40.1,42.4,31.0,0
99774575,,0.0,10.0,0.0,1.0,0.0,0.0,0
99922970,,849.1,715.9,0.6,1.8,0.0,1.7,0
100071292,52.5,18687.2,11394.7,58.3,31.5,38.9,17.9,0
100231062,14.8,81125.0,24306.9,97.8,33.1,44.0,29.1,1
100335536,10.0,76594.1,39080.9,104.4,36.1,0.0,21.6,0
100551755,,1519.3,97.1,0.7,0.5,0.0,0.0,0
101128700,39.0,80520.9,63957.1,18.4,68.5,0.0,46.5,1
101130212,3.0,37608.8,39614.0,3.6,12.4,0.6,6.0,0
101301719,19.2,4.0,33162.6,0.1,29.9,0.1,20.0,1
103229476,,34153.1,277294.8,18.0,129.7,0.0,50.1,0
103857254,4.0,0.0,5206.2,0.0,1.9,0.0,1.8,0
103858118,2.0,23648.4,15411.0,2.6,7.8,1.5,4.8,0
104337285,1.0,6131.6,6950.1,5.8,9.9,2.7,6.4,0
104422246,10.0,105991.1,131150.0,8.2,166.6,2.5,81.8,0
104767779,1.0,52260.1,52947.7,6.9,50.5,0.0,36.6,1
105112521,18.0,16370.7,14880.6,22.6,17.9,0.0,8.4,1
105577000,2.0,87852.9,44511.6,18.0,26.3,7.8,19.5,0
105820076,46.0,196483.6,79181.2,630.1,128.2,186.5,67.8,0
105929661,,18087.8,10991.8,44.8,18.0,19.0,9.8,0
106216010,,0.0,0.0,0.0,0.0,0.0,0.0,0
106216874,,16591.1,18149.9,6.8,31.9,0.0,16.2,0
106450589,27.0,79217.1,45194.9,41.2,47.9,0.0,36.0,0
106525614,37.9,63865.3,51998.0,35.3,224.1,0.9,118.3,1
106757890,5.0,161801.3,108333.6,5.1,19.0,3.8,14.9,1
108567781,,177141.1,75348.6,282.7,161.3,203.0,57.6,0
108757432,,19671.4,12318.3,1.3,22.8,0.0,10.9,0
108840306,,99708.9,53762.0,17.9,51.7,9.3,28.4,0
108861690,2.0,40600.9,38954.0,8.7,123.0,4.3,74.9,1
108881994,2.0,4598.3,0.0,10.8,0.0,8.8,0.0,0
109032117,,160.8,2150.9,0.3,0.4,0.0,0.3,0
109050045,8.0,5396.1,0.0,9.8,0.0,7.8,0.0,0
109070133,8.1,38383.5,25226.6,104.0,41.8,0.0,12.0,1
109246176,,1326.1,0.0,3.6,0.0,3.4,0.0,1
109246392,32.6,162135.6,113783.8,30.0,84.7,15.0,51.3,0
109380026,,845.1,10515.4,1.8,21.8,0.0,19.8,0
109399898,9.0,37168.6,26411.7,23.8,39.1,0.0,31.2,0
109458291,,7552.3,8638.5,0.6,3.7,0.0,1.8,0
109545196,2.0,34577.2,30902.1,12.2,54.6,7.6,42.6,1
109562549,,0.0,0.0,0.0,0.0,0.0,0.0,0
109578317,,10312.6,10362.6,2.6,3.2,0.0,2.5,0
109634334,7.0,531.7,373.8,1.0,3.1,0.4,1.9,1
109802096,1.0,7907.8,0.0,15.1,0.0,11.7,0.0,0
109822905,7.0,5842.1,16820.5,2.8,19.8,0.0,15.1,1
109933570,10.0,30573.9,130309.8,26.7,92.5,0.0,32.2,0
110020116,7.8,60748.5,44626.4,1.3,19.4,0.0,14.6,0
110047548,18.0,16521.9,17077.9,5.7,19.9,0.3,16.2,0
110086933,7.0,8553.9,6159.4,4.3,8.3,2.2,7.5,0
110158070,5.0,40182.4,21017.2,116.5,17.7,95.0,6.1,0
110233743,2.0,2316.3,2669.8,0.7,3.7,0.0,2.8,0
110290840,8.0,64528.3,36612.5,62.8,38.5,0.0,24.1,0
110291056,24.0,39945.1,39734.2,2.3,29.3,0.8,18.1,0
110310280,2.0,53181.9,0.0,16.3,0.0,14.7,0.0,0
110328640,1.0,37.2,3855.3,2.3,2.5,0.2,1.5,0
110361977,,3426.1,1487.2,2.4,29.8,1.2,10.2,0
110381417,,10000.2,8567.6,1.6,5.4,0.0,4.3,0
110402369,,2418.7,2561.3,1.1,1.8,0.1,1.2,0
110454930,17.9,202857.5,71970.2,10.9,43.8,2.0,30.6,1
110489563,1.0,11401.6,49302.2,5.9,63.0,0.4,50.2,1
110508571,,35718.9,34933.8,15.1,11.6,10.0,7.5,0
110544716,,25156.8,22848.8,0.4,17.6,0.0,15.4,0
110790311,1.0,32791.5,30039.7,7.6,37.2,0.0,25.8,0
110869081,20.0,60274.7,27876.5,273.3,107.3,249.1,39.1,0
110869297,,0.0,8.3,0.0,0.1,0.0,0.1,0
110923513,,73034.2,83775.9,11.3,34.9,0.0,26.6,0
110943674,22.5,77213.9,23265.9,17.3,51.2,11.9,40.3,1
110999043,12.4,20050.4,39189.1,3.6,60.8,0.5,30.1,0
111016107,,7808.7,8126.8,5.5,40.8,1.8,27.7,0
111078388,,17099.8,11263.9,1.3,1.2,1.0,1.2,0
111114244,,1600.7,7437.1,0.3,5.7,0.2,5.7,0
111133109,6.0,385.0,387.8,1.0,1.4,0.0,0.8,0
111178253,4.0,51461.2,46790.0,43.3,39.0,0.2,27.9,0
111321464,1.0,294146.8,173583.2,42.2,43.3,30.5,32.2,0
111414849,5.2,790.6,187443.9,0.3,12.7,0.1,9.3,0
111506074,,237052.0,125154.6,1.3,1.2,0.0,0.0,0
111609252,,2479.0,833.3,18.0,3.6,15.4,3.2,0
111803007,,0.0,0.0,0.0,0.0,0.0,0.0,0
111963425,,3556.4,3777.1,10.5,4.8,8.8,4.6,0
111963641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111988986,2.0,56477.8,55642.5,8.0,43.4,1.8,30.0,1
112130612,7.0,218895.7,213515.8,4.8,74.6,1.4,33.3,0
112150916,1.0,1128.6,684.4,2.7,7.6,2.3,4.8,0
112171652,3.0,115894.7,104502.3,13.3,26.6,4.8,14.8,0
112190301,,35757.1,40960.6,2.5,18.3,0.0,10.7,0
112231557,1.0,0.0,1143.3,0.0,2.3,0.0,1.8,1
112316375,24.3,217571.9,84605.1,15.8,37.0,12.8,31.1,0
112338839,4.0,20496.4,17810.6,35.3,62.2,0.0,28.7,1
112422720,7.5,37580.0,35298.0,34.6,45.2,7.8,24.0,0
112463833,,0.0,2743.1,0.0,4.4,0.0,4.3,0
112491049,,23217.4,0.0,250.6,0.0,243.6,0.0,0
112607187,,0.0,0.0,0.0,0.0,0.0,0.0,0
112742117,49.8,968599.3,688015.6,58.7,86.3,29.4,26.3,0
112791438,,1843.9,0.0,7.1,0.0,6.3,0.0,0
112826646,53.3,48619.7,47009.1,20.3,154.7,0.0,54.7,0
112976337,4.0,8132.0,3914.1,14.0,18.9,10.1,10.5,1
113162748,2.0,809687.0,950289.8,21.9,68.1,0.9,44.9,0
113293790,,2688.0,2504.2,5.4,12.3,0.4,9.9,0
113547161,3.0,12835.1,14627.7,1.3,22.4,0.7,13.8,0
113817742,,24280.2,27850.2,7.0,69.3,0.1,52.5,0
114055345,,247152.9,335743.0,131.8,440.0,0.0,0.0,0
114343854,,4376.2,2840.3,85.7,6.3,80.9,4.8,0
114344070,,15538.0,6550.6,4.9,6.0,0.0,4.1,0
115095257,157.7,68963.7,46224.3,6.5,9.8,0.9,8.0,0
115319541,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
115544832,1.0,27778.9,11558.4,5.4,29.6,0.8,16.9,0
117929940,,0.0,0.0,0.0,0.0,0.0,0.0,0
118102959,,0.0,0.0,0.0,0.0,0.0,0.0,0
118103391,1.0,5237.8,1768.8,0.8,4.9,0.0,4.0,0
119169007,2.0,20860.8,6994.2,2.3,18.4,0.0,11.0,0
119931067,26.0,28653.8,24307.5,27.8,26.5,0.8,19.3,1
119931499,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120647694,2.0,20549.4,845.5,19.3,3.0,16.8,2.0,0
121151126,,1103.7,1185.3,0.9,2.1,0.0,2.1,0
121228959,12.0,24196.8,28043.6,60.3,97.4,23.6,34.2,0
121926937,3.0,80478.4,47911.5,58.7,113.3,37.6,74.0,0
122179517,3.7,52791.4,45951.6,22.7,40.6,13.1,27.4,1
123134684,,0.0,0.0,0.0,0.0,0.0,0.0,0
123702052,,0.0,0.0,0.0,0.0,0.0,0.0,0
123834174,37.0,22656.8,15374.9,7.2,50.7,0.7,29.6,1
125094914,4.0,18066.6,21362.1,6.3,56.5,1.8,34.2,1
125602377,1.6,24214.4,23902.6,4.9,81.8,3.6,52.3,1
125623618,2.0,2470.9,1899.1,1.8,14.7,0.5,9.4,0
125624266,,11972.2,9436.7,1.3,7.8,0.9,6.3,0
125677259,1.0,6803.3,68.9,45.4,0.8,30.8,0.8,0
125796996,2.0,4463385.0,1757909.2,1329.5,555.8,1.7,394.3,0
125828389,4.0,165277.2,88437.8,5.9,48.2,0.0,34.7,0
125908166,,34486.4,38751.3,11.3,13.8,1.1,11.1,0
125929118,,0.0,1452.8,0.0,5.8,0.0,5.8,0
125941287,24.3,25302.0,19281.9,40.8,43.7,0.1,28.7,1
126024304,1.0,9176.2,9768.8,3.8,15.2,1.0,12.9,0
126046336,4.0,104373.9,64046.4,37.1,90.1,9.0,17.8,1
126064769,3.0,45133.7,16934.0,1.9,28.3,0.0,20.5,0
126083561,,0.0,0.0,0.0,0.0,0.0,0.0,1
126150810,,0.0,0.0,0.0,0.0,0.0,0.0,0
126230155,,17297.2,17944.9,16.8,58.2,0.0,19.8,0
126313388,,29553.3,20128.2,17.9,9.6,2.5,0.8,0
126472151,6.5,7105.3,0.0,2.4,0.0,1.7,0.0,0
126511895,2.2,192886.7,201691.3,84.5,135.3,1.0,71.5,0
126584328,,41666.7,83355.3,0.2,12.4,0.2,10.2,0
126603625,,14123.1,17571.7,17.0,34.2,4.4,23.5,0
126623065,127.0,73.8,8302.9,0.3,32.5,0.1,6.3,1
126673682,,12380.2,14433.1,3.0,14.1,0.0,12.5,0
126674114,,89913.2,65641.0,33.1,85.8,0.0,62.8,0
126713210,7.4,74860.4,42889.3,6.3,34.6,4.6,26.0,1
126730779,3.0,14160.9,0.0,65.3,0.0,59.3,0.0,1
126946782,,104397.5,104661.8,46.1,222.3,30.3,85.0,0
126946998,,0.0,295.1,0.0,1.0,0.0,0.7,0
126958878,27.3,257483.6,284641.1,78.4,114.6,0.2,59.3,0
126966654,2.0,35265.3,22775.0,17.0,47.1,9.3,21.3,0
127331700,,0.7,23.1,0.9,0.2,0.9,0.2,0
127331916,6.0,5208.7,0.0,4.3,0.0,3.4,0.0,0
127421629,5.0,10295.9,4992.0,9.4,11.3,0.3,8.9,1
127460366,4.0,0.0,154755.0,0.0,57.0,0.0,42.9,0
127498598,,23050.0,20785.6,6.1,81.0,2.9,34.0,0
127526319,12.0,22575.3,23925.7,2.8,28.8,1.3,21.9,1
127609120,1.0,1000.0,292.7,0.7,0.3,0.6,0.2,0
127626832,,0.0,511.4,0.0,1.4,0.0,1.4,0
127645265,,26098.6,21774.1,7.8,35.0,0.6,30.4,0
127749450,31.0,39614.2,45362.8,14.4,82.5,0.4,39.0,0
127786459,,186242.3,62241.8,133.5,29.7,1.0,15.8,0
127801363,2.0,7921.3,10222.5,2.1,61.6,0.3,45.8,0
127825771,227.3,85282.3,23778.5,23.3,30.8,14.8,17.8,0
127899789,,0.0,38.8,0.0,0.6,0.0,0.6,0
127958325,,252.9,269.2,0.2,0.6,0.0,0.6,0
128021038,,0.0,787.0,0.0,1.3,0.0,0.8,0
128068415,11.8,26492.2,26210.2,14.7,62.2,4.2,33.8,0
128104128,2.0,4580.2,551.1,18.8,5.4,16.0,0.3,0
128136096,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128333523,,17178.8,0.0,65.0,0.0,47.7,0.0,0
128333955,,0.0,0.0,0.0,0.0,0.0,0.0,0
128444909,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128587183,2.8,97075.1,93412.7,34.8,56.2,0.0,34.9,0
128628296,17.4,28059.4,36506.2,29.9,35.3,0.0,11.8,0
128719737,1.0,114888.5,89738.2,56.8,80.3,0.0,58.3,0
128764522,1.0,44907.7,65069.2,3.3,5.6,0.6,5.0,1
128826803,13.0,2674.9,11163.2,0.2,16.8,0.2,5.8,1
128838683,7.8,53444.3,50804.0,137.8,90.3,123.6,41.8,0
128956117,,115632.3,53810.8,13.6,51.3,6.5,33.1,0
128982037,6.5,36185.3,27299.1,37.4,28.4,3.6,13.3,1
129005581,,103492.6,118331.5,2.8,147.9,1.7,77.8,0
129049286,1.0,41402.1,37319.9,23.7,110.3,9.3,37.0,0
129142960,2.0,62344.6,49825.2,8.7,79.3,3.3,36.3,1
129143608,,11585.0,3188.8,4.7,4.5,3.3,3.8,0
129315906,1.9,671.8,79.2,4.1,0.6,3.8,0.4,0
129411524,,6969.5,262359.2,5.4,118.0,0.0,48.0,0
129429452,,0.0,0.0,0.0,0.0,0.0,0.0,0
129578422,,0.0,0.0,0.0,0.0,0.0,0.0,0
129605279,,209442.0,152306.8,4.5,40.6,1.4,21.9,0
129726096,,9528.7,9834.6,4.7,9.0,1.4,7.4,0
129751009,153.9,269986.0,242539.0,46.3,95.3,27.2,23.8,0
129826898,,20699.7,23123.8,1.4,23.3,0.0,17.3,0
129907323,,83.3,872.2,0.1,1.8,0.0,1.6,0
130032749,,6425.0,5015.4,0.7,2.6,0.0,2.5,0
130341130,,822.9,752.4,3.9,4.2,3.5,4.0,0
130579381,18.3,67423.1,41168.3,27.9,44.4,10.3,1.3,1
130676943,,42163.9,51153.4,35.4,31.3,0.0,23.7,0
130678239,79.0,44644.0,42527.3,0.5,73.0,0.0,23.4,0
130981004,14.3,29013.9,7288.5,19.3,28.5,7.7,21.8,1
131228975,,2.7,256.2,1.0,0.3,0.0,0.3,0
131329561,33.3,72387.1,64239.4,34.4,106.8,0.0,19.8,0
131330857,10.3,93034.3,43099.6,48.2,29.4,39.2,13.0,0
131449371,7.0,35168.7,25887.5,31.7,42.2,0.0,30.3,1
131708647,,1244.2,1519.2,0.4,10.6,0.2,9.5,0
132112357,65.0,263478.9,288136.0,89.3,100.8,0.1,79.2,0
132528811,18.8,9016.7,231026.7,3.3,212.7,0.0,96.5,0
133003658,,6870.5,3660.2,17.8,7.8,13.2,6.2,0
133381880,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
133524802,,11972.6,427.2,23.4,0.9,18.6,0.0,0
136020432,3.3,10027.3,3417.1,5.5,3.8,0.0,2.9,1
136345445,1.0,4252.7,4280.6,10.8,21.8,0.0,0.0,0
136346525,130.8,308190.2,335994.7,7.3,344.8,1.3,195.9,1
137621953,,2448.8,3299.3,6.2,14.5,0.3,11.8,0
140694744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
142128646,,3825.2,4245.0,1.2,17.4,0.0,12.7,0
142626605,1.6,43921.8,31318.3,150.4,113.8,72.6,8.8,1
142999859,,19771.7,20933.7,17.1,28.1,0.8,19.4,0
143071644,4.0,18639.4,9495.9,22.2,23.2,0.0,20.4,1
143409401,95.0,183165.4,115523.9,91.3,106.4,1.1,62.1,0
143729878,1.0,30183.4,37123.2,10.4,109.2,7.3,31.1,0
143836296,,3162.6,2387.7,2.4,3.1,1.4,1.7,0
144379904,,6390.4,2720.3,7.1,7.9,6.0,7.0,0
145683412,4.0,70630.5,35346.8,43.0,47.8,15.5,38.0,1
146410839,,268.4,1412.0,0.9,3.0,0.3,1.7,0
146694523,10.0,11017.2,5474.9,11.1,57.4,3.1,24.3,1
147656170,,2626.7,707.0,3.3,5.2,2.9,3.7,0
147344333,5.6,61711.5,41786.0,2.4,25.3,0.3,22.1,1
149026711,2.0,37029.5,10808.3,9.4,26.4,4.5,20.4,1
149128593,,0.0,0.0,0.0,0.0,0.0,0.0,0
149364468,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
149475206,37.3,2403386.5,1181350.2,101.8,201.3,25.6,116.6,1
149506526,1.0,5575.0,0.0,0.1,0.0,0.1,0.0,0
149548935,,25687.8,33209.5,10.0,64.3,0.0,2.3,0
149624608,4.3,35375.4,18656.5,10.7,41.2,3.7,24.4,1
149718066,3.0,16159.3,7089.8,18.2,35.1,10.6,25.3,1
149888852,9.0,41425.6,37575.4,12.7,55.5,6.8,27.9,0
149917221,,14469.8,9096.8,2.3,25.3,1.3,19.9,0
150264914,1.1,8852.4,8134.0,31.6,18.1,0.0,14.3,0
150265130,457.8,127195.8,117272.1,43.8,187.4,0.0,39.8,0
